"","title","category","impact_story","program_description"
"132","Sponsor the birthday celebrations of underprivileged Intellectually challenged youth by Diya Foundation (DIYA)","differently abled","A misunderstood Manisha realizes her potential
Manisha (name changed) is the oldest of three daughters. She was born intellectually challenged. She was rebellious and unwilling to listen to any advice. Her parents didn't know how to manage her.  They belonged to a low-income family and didn't have any resources to manage Manisha's needs.
Upon the advice of a neighbor, they brought her to the Diya Foundation. 
In the beginning, Manisha joined the team that made paper bowls. Her task was to cut the paper needed for the paper-mache bowls. This was her initiation into making friends and enjoying the high that comes from a day of engaging work. 
The team at Diya realized that the way to keep Manisha interested was to continually challenge her. 
She learned to make paper pens, magazine holders, on her own without any help. She paints terracotta lamps and has moved on to learning Kantha embroidery. She is incredibly productive, and the team is amazed at her speed when it comes to wrapping chocolates.
Manisha learned to do a lot of activities at the Diya Foundation, but the most important is that she has made friends. She feels loved and cared for. She enjoys sharing and celebrating events like birthdays with her friends.
As she gained confidence, her naturally vibrant personality has come out. She began making friends. She is charming, chatty and loves helping her team members. She also substitutes as a trainer when required. She even has learned to assign tasks to the other team members. 
Her family life has also transformed. She had become responsible and taken on the mantle of an older sister. She also helps with chores such as making tea, washing vessels and cooking.
Her parents now have the confidence that Manisha can take care of herself.
You can also help underprivileged intellectually challenged youth like Manisha with little joys like a birthday celebration. Their lives are filled with challenges, and these little joys mean a lot to the students. You can support organizations like Diya Foundation who help these youth become independent. You can give with confidence because every program listed is GIVEASSURED.
","Diya Foundation has the mission to enrich the quality of life and bring dignity to differently-abled adults by training them in life skills and vocational skills, building support systems and enhancing awareness in the community. Every individual has the right to be loved and respected. Thus, Diya Foundation strives to see individuals who are intellectually challenged, live with dignity, pride, and confidence in the present and future.  People at Diya Foundation are given pre-vocational and life skills training to make them eligible for future employment, thereby enabling them to live a life of dignity. Diya Innovations Pvt Ltd is a project of Diya Foundation that provides employment to the differently-abled. Diya Foundation is an instigator, bridging the significant gaps that specially-abled individuals otherwise face once they complete school. Through training, intellectually challenged adults are taken on a journey from self-awareness to expressing their self-worth, striving towards self-organization and finally self-actualization. They have completely transformed the lives of those whose parents were constantly worried about their future and safety, by making them self-reliant. Diya Foundation believes in pushing the boundaries when it comes to the word 'impossibe'.... Read more"
"133","Provide nutrition support for a HIV positive child by Grace Peter Charitable Trust","children","A nutrition kit that helps Kalidass get enough strength to fight
Kalidass is the only son of his parents. Most children inherit their parents' looks, but Kalidass was unfortunate to inherit their illness.
Both his parents were HIV positive. Due to this, Kalidass was born HIV positive. 
His father passed away fighting the dreaded disease. His mother is now the sole earning member of the family.
As she suffers from a terminal illness, she cannot go to work regularly. She can't find a stable job due to the stigma of the disease. They have a monthly income of Rs.1800/- which is not even enough for two full meals a day.
Due to this, they both had a dangerously low CD4 count. A person is diagnosed with HIV if their CD count is less than 200 as against a healthy range of 500-1500 in healthy people.
Grace Peter Charitable Trust's outreach workers identified Kalidass during one of his hospital visits. He was very sick and had stopped going to school. 
Grace Peter Charitable Trust enrolled him in their nutrition. He receives a monthly nutrition kit that is planned to give him the nutrition that he needs to withstand strong HIV treatment. This nutritional support has helped Kalidass a lot. His health condition has improved a lot with regular nutritious food.
Kalidass is now healthy enough to carry on his regular activities like a child. He goes to school and is in Class 7. His mother is pleased that she can feed him a good meal every day. He may have a chance at life now.
You can also help needy children with HIV with nutrition to withstand the intense treatment. You can donate so that organizations like Grace Peter Charitable Trust can bring help to patients who deserve it. You can give with confidence because every program listed is GIVEASSURED.
","Grace Peter Charitable Trust works largely with local communities on initiatives linked to their social empowerment and livelihood support. The interventions includes, education, child health care, environment protection, health, gender issues and economic empowerment of women. GPCT has been working for more than 17 years and it is currently spread to over to 92 villages forming part of West Madurai Block of Madurai district in Tamil Nadu. So far, 20450 poor people have benefited by GPCT programs.The organization aims to bring about change in the life of people of rural India. They want to help underprivileged children and widows irrespective of caste, colour, language and religion. Our vision is to help the physically handicapped, blind, and HIV affected people.Grace and Peter were philanthropists. The organisation followed their footsteps in establishing this NGO and in following their ideals.No. of women provided with Sewing Machine - 26No. of women provided with Sarees - 40No. of Children provided with educational Support and Clothes - 55No. of children provided with Nutrition food - 50... Read more"
"134","Sponsor midday meals for a poor child by Navasrushti International Trust (Dharma Bharathi Mission)","children","A meal that helped Suhani go back to school
Suhani studies in the Dnyan Sadhana School. She lives in a nearby slum. Her parents work in unstable jobs with no regular income.
She did not get nutritious meals at home. Even though she was bright in studies, she wasn't regular in school. As there was not enough food at home, she was very weak, malnourished and suffered from lack of nutrition.
This affected her health. She wasn't regular in School. Her attendance in class was just 50%. Studying hungry was impossible.
Suhani's life changed when Dharma Bharathi Mission started their midday meal program in the Dnyan Sadhana School. 
She got a warm and nutritious meal at school for free every day. This gave him something to look forward to as well as the nutrition he needed to survive. The food is served hot. They try to serve different items each day on the menu to make it interesting for the children.  The children are also served a sweet in the meal once a week.
The midday meal program was started to provide nutrition to the kids so that she and other kids like her have at least one nutritious meal a day. 
 Suhani's attendance in the school has now increased. Her grasping power improved and there is considerable improvement in her attention span as well. 
 You can also help poor students like Suhani get access to one nutritious meal every school day. No child should stay hungry, and you can help by providing them with a meal. You can give with confidence because every program listed is GIVEASSURED.
","Navasrushti International Trust (Dharma Bharathi Mission) was founded to promote national regeneration of India and help to usher in a civilization of love and a culture of peace in the world based on the eternal moral and spiritual values common to all religions.NIT launched its organised social initiative, Dharma Bharathi Mission (DBM), on 30th January 2008 with the vision to create a better India. Earlier NIT was focused on creating awareness around Responsible Citizenship and the need for every Indian to do his/her bit for the society. However, there was a demand from interested citizens to start social activities where they could meaningfully participate and contribute. Accordingly DBM was launched under NIT to undertake these social and community based initiatives. Since the goal of NIT was to achieve the remaining three freedoms, economic, social and moral, through a hunger-free, caste-free and corruption free India, DBM took up Hunger-free-India as its first go. Theyadopted the 3E approach to tackle the same - education, Employment and Empowerment. All activities and projects are geared towards that goal.NIT is headed by Mr. Paramjeet Singh. He works in the Indian Revenue Service but being passionate about social service and 'giving', he has offered his honorary services to NIT as its Managing Trustee. His personal motto of - ""Give Till it Hurts"" has been adopted by NIT(DBM). He is an efficient and inspiring Team Leader under whose able leadership NIT has established itself credibly in the social field. Full time staff - 18Part time staff -16Volunteers - 12Total Receipts for 2015-2016 - INR 14810353Total Payments for 2015-2016 - INR 15564354Activities and reach for the latest full Financial YearNo. of girls who were given training in tailoring skills - 450No. of children across 18 schools who were given mid day meals - 1955No. of girls who were trained in the nursing course - 20No. of girls who were given life skills training - 120No. of children who were given Beautician training - 300No. of girls who were trained in the Balwadi course - 16No. of boys, girls & youth who were given computer education - 300Rewards & RecognitionIn 2015, Navasrushti International Trust was awarded the Guide Star Gold by Guide Star India... Read more"
"135","Educate a poor rural child in need by Isha Education","education","Every monthly donation helps educate more kids like Barani
Isha Vidhya schools work with the education of children in the villages across Tamil Nadu. Baranitharan's father was a laborer who passed away due to a heart attack. His mother couldn't work as she had an infant to take care of.
 With the shock of the sudden death of her husband, she became ill. Baranitharan was forced to discontinue school to look after his siblings. Isha foundation counseled his mother to send him to school promising help for his education. With good education and nutritious food, he has developed into a bright and happy child. Today Baranitharan is in 2nd grade and has hopes of a better life.
 All a helpless child needs to secure his future is a little help from a generous donor.
","Isha Vidhya rural schools have been started in villages (under the umbrella of Isha Education, established in 2005) to provide high-quality school education to underprivileged rural children who cannot otherwise access or afford it. Isha Vidhya’s English-medium schools open the door for rural children to prepare for higher studies and to join the workforce. The holistic, activity-based approach of Isha Vidhya’s educational system, nurtures children’s development beyond just academics, ensuring that students realize their full potential and learn in a joyful manner.With 10 schools and over 8500 students, the members of Isha Vidya actively support and promote education among female children in the villages as a result of which their schools have seen an increased enrolment of girl children.60% of our children are first generation school goers and are on scholarship. The on-going pandemic has severely affected the families of our children. This year with CSR funds nearly non-existent, we are entirely dependent on individual donors to contribute for the scholarships of the students. This campaign is to seek your support for these deserving children.... Read more"
"136","Feed a child from a very poor community in a school hostel by Shoshit Seva Sangh","children","Hope For The Hopeless - Empowerment Through Quality Education
Pankaj hails from Musahar ghettos. He lost his father in a drunken brawl and his mother is a landless labourer. They live a life much below the poverty line. Pankaj is a CLass V student. His mother earns a daily wage of Rs. 25 per day for 6-8 months in a year. She can not afford two square meals a day. Shoshit Seva Sangh has ensured that her son studies in an English medium school, free of cost. Pankaj now has all the facilities which a child needs. He is attending classes in English, Maths, Science and Hindi conducted by highly qualified teachers. He wants to become a doctor when he grows up. He says he wants to ensure that his mother has a decent and respectable life in her old age.
","Shoshit Seva Sangh aims to provide free quality education in an English medium school to the musahar community in Bihar, perhaps the poorest community in India. They live in subhuman conditions in ghettos scattered among the villages of Bihar. The children therefore have to be given boarding, lodging and all other facilities.J.K. Sinha schooled at St. Xaviers Patna and Graduation / Post-Graduation from St. Stephens College, Delhi. He joined the Indian Police Service in 1967. He rose to become Special Secretary in Govt. of India and served in India and abroad while on deputation for 35 years with GOI. He calls the project A Silent Revolution and History in the Making.Full time staff :45Part time staff:5Total Receipts for 2016-2017 is INR 33977275Total Payments for 2016-2017 is INR 22482609Number of musahar children education in our school - 430Rewards & RecognitionIn 2015, ShoshitSevaSangh was featured in a TV series 'Amazing Indians' which was telecast by Times Now... Read more"
"137","Sponsor teacher's salary to educate a very poor child by Shoshit Seva Sangh","education","The great transformation
Pappu belongs to the Musahar community. Musahars are landless labourers living in grinding poverty and subhuman conditions. 99.5% Musahars are landless labourers and many among them are bonded labourers. They live as untouchables in ghettos at the outskirts of the villages in Bihar and Jharkhand. Pappu, the son of a landless labourer, was selected during field visits to the Musahar tolis. Pappu expressed his keenness towards receiving education. He had stopped going to government village school as classes were hardly held and the teacher showed no interest. After SSK convinced his parents that Pappu will be receiving quality education, his parents too agreed to send him to school. Pappu Kumar like others in the school is now a shining example of the success and potential of this project. He has studied at SSK for two years. Apart from free education he also receives free boarding, medical, books, clothes etc.
","Shoshit Seva Sangh aims to provide free quality education in an English medium school to the musahar community in Bihar, perhaps the poorest community in India. They live in subhuman conditions in ghettos scattered among the villages of Bihar. The children therefore have to be given boarding, lodging and all other facilities.J.K. Sinha schooled at St. Xaviers Patna and Graduation / Post-Graduation from St. Stephens College, Delhi. He joined the Indian Police Service in 1967. He rose to become Special Secretary in Govt. of India and served in India and abroad while on deputation for 35 years with GOI. He calls the project A Silent Revolution and History in the Making.Full time staff :45Part time staff:5Total Receipts for 2016-2017 is INR 33977275Total Payments for 2016-2017 is INR 22482609Number of musahar children education in our school - 430Rewards & RecognitionIn 2015, ShoshitSevaSangh was featured in a TV series 'Amazing Indians' which was telecast by Times Now... Read more"
"138","Sponsor the English medium education for a poor student by Sai Kripa","education","Ganga's journey to happiness
14-year-old Ganga, a physically challenged orphan, is a student of grade II. He lives with his grandfather who is a peasant. He has 2 sisters and 5 brothers. Before joining school, Ganga used to watch the children from outside the gate. All efforts to get him to attend the school failed, till he expressed his wish to study. He was given admission to Grade I. He is a first generation learner and there is no one in his family to help him in his studies. However Ganga is quite bright and has shown good progress in all the subjects specifically in English.
His grandfather wishes to see Ganga well educated and taking up a job to change the financial condition of his family.
Ganga is now a student of Sai Siksha Sansthan, and English medium, co-ed secondary school. He is studying there with no financial burden on his family. He received good quality education, which will help him pave the way to achieving his ambitions.
","The mission of the organisation is to provide homeless, abandoned children with the basics of life - a home, education, love and affection, and above all, an existence with dignity.Saikripa is essentially the brainchild of Anjina Rajagopal. She had always nurtured the desire to work with poor children. Anjina Rajagopal was touched during her younger days by the plight of the orphans soliciting alms on the streets. This pushed her to come into the social work space, full-time, leaving behind a lucrative livelihood. In 1989, Sai Kripa was registered. In 2017, Ms. Anjina Rajagopal was awarded the Laasya Awards by the SUBH Power Collage Consultants Award for Women of Exceptional Background.In 1988, Saikripa was like a baby lost in the woods - because nobody took Anjina and her brainchild Saikripa seriously. But slowly people started joining hands with Saikripa and a strong bond was formed. On 27th February 1990 BAL KUTIR formally opened its doors to children at F-44, Sector-20. It started with one child but now it has grown into a large family of children who are as happy and intelligent as any child who has his own family. Apart from this, 11 children have taken up jobs and are living independently,3 three girls have been married off and more than 75 children have been restored to their families with the cooperation of the police and the public. BAL KUTIR was set up not only to provide shelter and the basic needs of children, but also Home to provide them with love and affection. On 8th April 1991 Sai Shiksha Sansthan an English medium school was started in village with classes up to 2nd Std. Today the school has come up to the 10th std. Children given nutritious food - 60Children provided education up to Grade 10 - 69Children educated at Sai Bal Sansar - 180... Read more"
"139","Sponsor nutrition and pre school expenses of a poor child by Towards Future","children","Paruli finds hope to look forward to
Paruli's parents work in Kashinapur brickfield. They would go to work early in the morning and would return home for a little while in the afternoon. Though Paruli generally used to sleep when her parents were at work, she would just cry the whole day once she was up. This made her irritated and she would refuse to even play with the other children. Her parents couldn't even take her along because of the unhealthy environment of the brick kilns.
This made things extremely difficult for Paruli's parents since they could not leave their daughter at home nor could they take her. One day, Towards Future team member met Paruli during her field visit. She met her parents and learnt about their situation and that they have another six-month-old to take care of. At that time, they were also expecting another child. 
She suggested the couple to drop Paruli to the NGO's free day care center while they are at work. Paruli started attending the centre and there she started getting elementary education as well. She is also fed a nutritious meal and given medical support for any kind of health issue. Now, Paruli is a happy child. She has learnt the alphabets both in Bengali & English and can also identify numbers. She is a lovable kid who loves to recite poems both in Bengali and English. 
Donate to provide pre-school supplies for these children. You can donate with confidence because every program on our platform is GIVEASSURED.
","A few like minded people willing to contribute their time, resources and emotion to the weaker section of the society, have managed to form an organization named Towards Future.Supriya Roy Chowdhury, the Founder and current head of the organisation, with some like minded friends decided to do something good for the society and formed Towards Future in 2008. Before Towards Future's registration Supriya worked in different NGOs for 13 years and has noticed that poor children are not receiving quality education. So the team of Towards Future decided to begin with child education which started with eight children at Kalyani center. Later on corporate houses like Wipro Cares, Acclaris Business Solutions Pvt Ltd and some generous donors came forward to assist Towards Future which makes the job of the team smooth and easy. During her working period with other organizations, Supriya gathered experience in the field of child education, so she felt like contributing to this sector. Supriya also worked in the field of women rights issues, so later on Supriya introduced a project on women rights in Towards Future.The aims of Towards Future are:- Offering opportunities for basic education- Access to primary and vocational education- Reduce infant mortality- Improve health & Hygiene- Promote sustainable economic development- Promoting women empowerment- Conserve and protect ecology and environmentNumber of children enrolled in remedial class program and continued till end of academic year - 34Number of children enrolled in primary school program and continued till end of academic year - 140Number of children receive support throughout the year - 5Number of children enrolled in preschool program and continued till end of academic year - 98Number of beneficiaries participate in our different women empowerment activities throughout the year - 200Number of children enrolled in non-formal learning program and continued till end of academic year - 251... Read more"
"140","Sponsor a child's accommodation and well being by SOS Childrens Villages of India","education","Archana and Chetana dancing their way into success
Archana and Chetana are identical twins. They were brought to SOS Children's Village Bengaluru as toddlers. They speak Tamil and do not understand Kannada. This created problem in communicating with them. The change was very hard for them and they took a long time to adjust. They would mostly be found crying and barely spoke in the first eight months.
""We were always crying and hated to go out of the house. Most of the days, we both would just cry and sit on the porch waiting for our grandmother to take us back home, `` says Archana emotionally.
A kindergarten teacher introduced them to dance in an effort to cheer them up and make them more comfortable with their surroundings and their new mother at school. It helped them accept the change in their lives and they slowly started communicating with the mother and other children. They enjoyed dancing and started waiting for their classes. ""We found a new way to channelise our emotions, which we could barely recognise, let alone articulate and express. Dance helped us communicate with others, it was an outlet for our emotions. We are attending the dance classes regularly from then, `` says Chetana.  
""There is a very vivid memory of a day when we both came very late (around 12am) from our dance class. Because we had always stayed in a very protected and sheltered environment at school, we were scared to be alone outside that late. Lokesh uncle (Village Director) counselled us and explained that soon we would be setting foot in the outside world, where we ourselves have to find our way and handle things. He also helped us make the right career decisions. Both of us have always been academically bright and we decided to do Engineering and got qualified as Information Science Engineers"", says Archana.  
This sisters duo is also an acclaimed Bharatnatyam performers. An introduction to dancing helped them transform their childhood into a happy and fulfilling one. Trained under legendary gurus Devaki Narasimhan, B. Bhanumati and Sheela Chandrashekar, the sisters have been dancing for the past two decades and are acknowledged as top most duet performers in the country. Archana and Chetana have also been honoured as Cultural Ambassadors of India by the prestigious Indian Council for Cultural Relations. Today, they run their own dance academy in Bengaluru and also teach dance to over 40 students at SOS Children's Village Bengaluru.
Every child is born with a special gift. A little support can help underprivileged children like Archana and Chetana recognise their gifts. Donate with confidence because every program on our platform is GIVEASSURED.
","SOS Children's Villages of India is an independent and non-profit organisation working towards holistic development of parentless children, women and children belonging to vulnerable families. Based at Faridabad, they have worked with children and communities in disaster struck and disaster-prone areas, spreading hope to weary societies and families. Striving to achieve their vision where every child grows up in a family with love, respect & security, the organization bases its work on the four pillars of The Mother, Brothers and Sisters, The House and The Village. Their various flagship programs like Family Based Care and Family Strengthening Program have reached out to over 25,000 parentless children across 22 states and 32 locations in India. The noble efforts of their 1700 strong workforce were awarded the Strong Delivery Capability & High Financial Proficiency Award by the prestigious CRISIL VO 2A. Providing a home-like environment and long-term support to every child up to the age of 24, the members of this organization are committed to the welfare of parentless and abandoned children and to the strengthening of families and communities as a preventive measure in the fight against abandonment and social neglect.... Read more"
"141","Sponsor the monthly living expenses of an orphan child by The hope house","children","The story of another Malala
When Priya was subjected to eve teasing, local police had to intervene to handle the situation. Out of her own distress, when she began talking to her school friends, she found out that she was not the only one who had to undergo such horror everyday. Many of her friends had faced similar situations but they refused to talk about them. 
It was then when this 11th grader decided to raise her voice against this menace. She decided to do her bit to change the way girls deal with such situations. With the help of a Hope House volunteer, she started searching about reproductive health. To spread awareness, her next step was to conduct workshops for her classmates. On Children's Day, with the permission of the school authorities, she made a presentation on prevention of sexual abuse to educate 400 of her schoolmates and female teachers. A week later, along with her four friends, she also presented at a local church. Proud to see one of their resident students empowering girls of her own age, Priya was given the name - 'Malala of the Hope House'. 
To survive, the children not only need to excel in academics but need life skills and confidence to make their way in this world. Donate to help Hope House train the children from the disadvantaged sections of the society to become self reliant. You can donate for the well being of children with confidence because every program on our platform is GIVEASSURED.
","The Hope House aims to Nurture and empower children to become successful and responsible citizens.Mr Ruby Nakka, the founder, grew up in a children's home in Andhra Pradesh for 12 years and was helped for 15 years in total. It was his childhood desire to help children like the way he was helped.Mr. Ruby Nakka was living in the United States with his family that consisted of two adopted girls. It was his girls who reminded him and his wife about the children in need of help in India. It was they who inspired him and his wife to forgo their well paid jobs in the healthcare industry to start The Hope House. He in turn inspired two of his best friends (Manoah and Thomas) to join him and one among the two (Mr. Thomas) has relocated to India now.Full time staff - 4Contract staff -16Volunteers - 2Total Receipts for 2015-2016 - INR 4545923Total Payments for 2015-2016 - INR 6005353Activities and reach for the latest full Financial YearChildren able to read English at the speed of 10 to 15 words per minutes with less than 20 errors - 10Children supported with ration supplies - 60Children empowered in financial literacy - 50... Read more"
"142","Gift a scholarship to girl child in Mumbai by MESCO Modern Educational Social & Cultural Organization","education","Nazma dreams to break the cycle of poverty in her family
Shaikh Nazma Maqsood is a 12-year-old girl child from a low socio-economic background and stays in the chawls of Mahim. She is living with her grandparents, parents and three siblings. She is presently in Std. VI in K.G Khilnani High School. Her father works at a flower shop and earns a nominal living. Nazma's mother is a house wife. Her grandfather is bed ridden due to paralysis. The family lives in a rented house and there are three more students in her family.  It became extremely difficult for Nazma's father to support their education and MESCO came to their rescue. Nazma is focusing on her studies now and plans to have a successful career and one day break the cycle of poverty in her family.
","Modern Educational Social & Cultural Organization (MESCO) was initiated by a group of students who started distributing notebooks to the poor students. Their major source of funds was from the collection of old newspapers donated by the well-wishers. Gradually they expanded their activities to providing uniforms and other requirements to the deserving students.As the funds increased, cases requiring medical assistance and relief were also included as additional activities. Now with a workforce of 70, the members of the organization have provided educational aid and scholarships to 2848 students, food support to 330 families living in slum areas, medicines, cost of diagnostic tests, major and minor surgeries and support for dialysis to 212 patients and sewing machines to 149 women to supplement their income.With a vision to help the underprivileged and marginalized to live a better tomorrow through various interventions, the members of the organization have striven to improve the quality of life of the financially disadvantaged by promoting meaningful education and health.... Read more"
"143","Provide a child with residential care and educational support by Visamo Kids Foundation","children","Your support could mean a better life for the poor aspiring kids like Kajal
Kajal was born in Gujarat to an alcoholic father who works as a labourer. Her mother supports the family of eight by working as a housemaid in Udhna, Surat. The family is in poor condition both financially and otherwise with Kajal's father being a regular abuser to her mother. Despite unsupportive environment at home, Kajal aspires to do well in her life. She aims to contribute to the upliftment of the poor by pursuing social service.
One day Kajal got  to know about Visamo Kids Foundation and joined their residential centre on 31.07.2002. With its support, she completed her 12th in 2015 and did her graduation in Psychology. To chase her dream of becoming a social worker, she continued her studies at premiere institute of Social Work Studies, Tata Institute of Social Sciences (TISS), Mumbai. She is currently doing her MA, specializing in Women Centered Studies. Recently, she was also chosen as one of the team members who went to Kerala to support the flood affected victims.
","Visamo Kids Foundation (VKF), an Ahmedabad based NGO, works towards providing free education to poor children coming from underprivileged (under poverty line) families from all over Gujarat.Visamo, a truly sustainable, fresh, vital and dynamic initiative. They started off with 18 underprivileged children from the poorest of the poor families from earthquake affected regions of Gujarat. Since its initiation in 2002, soon after the massive earthquake that shook the whole of Gujarat, VKF has focused on working towards empowering lives by facilitating access to quality education and secured environment to the underprivileged children of Gujarat.Their educational programme provides boarding, lodging, medical support, psychological counselling and help to young residents who stay with VKF till they complete their 12th grade.... Read more"
"144","Fund a youth get trained in a skill by SAHYOG - Care For You","education","Your donation can help a school drop out earn a living
Mamta is a 25-year-old, who lives in Delhi with her father. He works as a tailor to provide for his family. Mamta had to discontinue her studies due to her family's poor financial condition.
Her father sought help from SAHYOG's team during one of their field visits. They then counseled Mamta and encouraged her to learn livelihood skills. She then took admission in a boutique course in one of SAHYOG's Vocational Training Center in Mangolpuri. The course trained her to stitch various styles and designs. Being a quick learner, she learnt everything within few months and now works in a boutique in South Delhi. She is not only supporting her family financially but is also planning to start her own shop.
**Your donation can support a livelihood skill of an uneducated youth in rural India. You can donate with confidence because every program on our platform is GIVEASSURED.
","Sahyog is a committed NGO working towards the empowerment of slum dwellers. It was started in 2002 with the vision to bring smiles in the lives of underprivileged people. The word ""Sahyog"" beckons cooperation; to walk in cooperation with each other is what Sahyog is all about. Sahyog gives its Sahyog in providing quality education to slum children with an aim to facilitate their all round development and finally to mainstream these children into government schools. Sahyog is all about working in synergy with all the stakeholders of our community. Shekhar, the founder of Sahyog, happened to chance upon two small children working in a tea shop instead of attending school. This motivated him and a group of people sharing his dream to help children, start Sahyog.The programme began with five students which has now risen to 1850 students in 21 centres and 750 women in Adult literacy centers in Sultanpuri, Mangolpuri, Shakti Nagar, Nihal Vihar, Burari, Moti Nagar, Bawana, Budh Vihar, Gulabi Bagh, R.P Bagh. Delhi and NCR. Students are provided adequate infrastructure and regular support from teachers to prevent their dropout rate from school. The organisation is also flexible about supporting various other campaigns such as organising health camps, supporting the cause of women, destitute old people and so on. Till date, the organisation has been running with the help of cooperation extended by their team members, friends and relatives. Due to the happiness and response that they received from the beneficiaries, they long to spread our arms to reach out to more people. They need help in their mission to reach out to a minimum of 5000 underprivileged students within next two years. Every Sahyog you make will bring smiles to thousand.... Read more"
"145","Fund life skill development of a mentally challenged child by Association for the Mentally Challenged","differently abled","Donate to make a child with special abilities independent
10-year-old Madeeha was a hyperactive child with limited social skills. Fearful and shy, she was hesitant to approach other people. Because of her hyperactive nature, she found it difficult to sit in one place and wasn't toilet trained either.
Thanks to the special teachers at AMC, Madeeha was toilet trained, given speech therapy and taught to take care of her body. Her parents were given guidance and counseling by a psychiatrist as well, which helped them work with her better while at home. Working and sharing classroom space with 15 other children improved her social skills as well.
After going through four years of life skill development at AMC special school, Madeeha can now speak in broken sentences. She can now take better care of herself and also interacts with other children.
**Your donation can help children like Madeeha to lead an independent and better life. You can donate with confidence because every program on our platform is GIVEASSURED.
","The vision of Association for the Mentally Challenged is to establish a centre of excellence in the field of mental retardation by providing knowledge based services. They do it through a child guidance clinic, special school, vocational training centre, day care centre, sheltered workshop and  research centre. The organisation also aims to establish services for mentally challenged people of our society who are coming from poor families so that quality of life of these people is improved.AMC is dedicated to the well being of intellectually challenged children, adults and their parents. Over the years, with the committed efforts of volunteers, staff, parents and society, they have built a robust and purposeful organisation focusing on the integrated well being of these challenged people. There have been many struggles encountered to be sure; but the cause has always triumphed. Their endeavor is to create an atmosphere of harmony, learning and constructive participation and they dedicate their efforts constantly to achieve this goal.Number of adults with severe degree of mental retardation - 8Number of families covered under this program - 175Number of persons attended - 49Number of families covered under this program - 125Number of persons in sheltered workshop - 24Number of persons 5 years to 16 years - 40... Read more"
"146","Sponsor monthly audio magazine for the visually impaired by Mitra Jyothi","differently abled","Help the visually impaired gain more knowledge
Nagaraj who belonged to an agricultural family in Siruguppa taluk of Bellary district, was born partially blind. He lost his vision completely when he was 10 years old. Unfortunately he also lost his father around the same time. But his mother never gave up and became Nagaraj's source of strength. She gave him and his other siblings a good education despite a meager income earned by stitching clothes.
Today, Nagaraj is the main breadwinner for his family, which comprises his aged mother, a visually-challenged brother and two sisters who are unmarried.
As a student Nagaraj completed his high school at the Aaroodha Education Society and in class 10 he secured 86.24% and was the first Blind student to secure highest marks in Belgaum division. Nagaraj also became a member of the Talking Book Library at Mitra Jyothi in 2006 during his Junior College days. Since then, he has been studying with the help of our Audio cassettes and CDs. He secured a gold medal in linguistics in his BA?exam by studying with the help of Mitra Jyothi's Talking Books. 
After he completed M.A. with flying colors, Mitra Jyothi prepared and gave him a large amount of study material and the Spardha Shrunkala audio magazine for competitive exams for FDA, UGC NET exams as well as KAS exams. Currently he is working as Asst. Prof. in the government 1st grade college in Siruguppa. He has also cleared the first level KAS exams. Nagaraj hopes for a day when all blind students are allowed to write their exams through special software.
Mitra Jyothi has been the guiding light in his life that has made him the independent and confident man that he is today! The Audio Magazine from the Talking Book Library has been the key to his success. 
You can donate with confidence because every program on our platform is GIVEASSURED.
","Mitra Jyothi is a registered trust (under Indian Trust Act) which was started in 1990. For the last 26 years they have been they have working for the welfare of people with disability with a focus on the visually impaired. Mitra Jyothi's Mission is to help visually impaired individuals lead independent and dignified lives through education, training, counseling, communication, and technology. They provide computer training, accessible educational material, Independent Living skills, Braille transcription and library access to students. They also have a placement cell for their trainees. In addition to this they also have a  residential ‘Center for Empowerment of Women with Disabilities' (CEWD). Over the years, it has conducted a variety of training courses and support programmes to assist people with disability to become independent and instil in them the confidence to achieve their goals.The organization is run under the able guidance of Ms. Madhu Singhal, a National Awardee who has accomplished many milestones not only in India but also abroad despite her own disability. The organization and its founder have received many awards and accolades over the years for the exemplary service they have been providing.... Read more"
